Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2024-11-01,3.99805,4.0276,3.9934,4.0273,,,,
2024-11-04,4.0035,4.0088,3.97377,4.00325,,,,
2024-11-05,4.00315,4.00955,3.9834,3.98635,,,,
2024-11-06,3.9864,4.0875,3.9824,4.05692,,,,
2024-11-07,4.05692,4.065,3.98496,3.9918,,,,
2024-11-08,3.992,4.05055,3.99194,4.03745,,,,
2024-11-11,4.03685,4.09991,4.03654,4.08814,,,,
2024-11-12,4.08803,4.11108,4.08803,4.09775,,,,
2024-11-13,4.09985,4.1167,4.06945,4.108,,,,
2024-11-14,4.1075,4.138,4.08506,4.10632,,,,
2024-11-15,4.10578,4.10912,4.0793,4.1007,,,,
2024-11-18,4.1132,4.11425,4.0661,4.0734,,,,
2024-11-19,4.07176,4.11925,4.0702,4.09013,,,,
2024-11-20,4.0901,4.12775,4.08426,4.1118,,,,
2024-11-21,4.11344,4.1534,4.1061,4.14685,,,,
2024-11-22,4.148,4.20375,4.13165,4.16315,,,,
2024-11-25,4.14405,4.14954,4.09825,4.10915,,,,
2024-11-26,4.10915,4.14227,4.0829,4.10636,,,,
2024-11-27,4.10611,4.11147,4.06525,4.073,,,,
2024-11-28,4.073,4.0934,4.0716,4.08175,,,,
2024-11-29,4.0811,4.08155,4.05585,4.05877,,,,
2024-12-02,4.06988,4.0997,4.06915,4.082,,,,
2024-12-03,4.0821,4.09495,4.07285,4.0867,,,,
2024-12-04,4.08725,4.09475,4.05815,4.07225,,,,
2024-12-05,4.07225,4.07355,4.02311,4.03175,,,,
2024-12-06,4.03155,4.0468,4.01275,4.0389,,,,
2024-12-09,4.04215,4.05485,4.0188,4.03265,,,,
2024-12-10,4.03217,4.05905,4.0282,4.0443,,,,
2024-12-11,4.0439,4.07305,4.03998,4.06985,,,,
2024-12-12,4.0696,4.08635,4.05495,4.0828,,,,
2024-12-13,4.0825,4.09264,4.0515,4.0604,,,,
2024-12-16,4.0618,4.06935,4.0447,4.04925,,,,
2024-12-17,4.0492,4.07421,4.0404,4.06975,,,,
2024-12-18,4.06975,4.1246,4.05285,4.1233,,,,
2024-12-19,4.12361,4.12463,4.08195,4.1073,,,,
2024-12-20,4.10737,4.11712,4.0781,4.08481,,,,
2024-12-23,4.0838,4.11675,4.07802,4.1012,,,,
2024-12-24,4.10027,4.1139,4.09,4.09854,,,,
2024-12-26,4.09394,4.1063,4.08653,4.09051,,,,
2024-12-27,4.08957,4.10775,4.0894,4.0965,,,,
2024-12-30,4.09365,4.1206,4.07675,4.10938,,,,
2024-12-31,4.109,4.13585,4.0977,4.12993,,,,
2025-01-02,4.1317,4.18084,4.11415,4.16199,,,,
2025-01-03,4.16287,4.1644,4.14055,4.1416,,,,
2025-01-06,4.14605,4.15105,4.07145,4.0935,,,,
2025-01-07,4.0932,4.1224,4.07355,4.11855,,,,
2025-01-08,4.11855,4.1606,4.11635,4.1429,,,,
2025-01-09,4.14365,4.16575,4.13495,4.1363,,,,
2025-01-10,4.13752,4.18265,4.13505,4.16379,,,,
2025-01-13,4.16305,4.1954,4.1558,4.1615,,,,
2025-01-14,4.1603,4.17465,4.13445,4.13735,,,,
2025-01-15,4.1377,4.14888,4.11237,4.1376,,,,
2025-01-16,4.13575,4.1581,4.1314,4.14095,,,,
2025-01-17,4.1415,4.15031,4.1218,4.14705,,,,
2025-01-20,4.1455,4.15142,4.07525,4.08415,,,,
2025-01-21,4.0843,4.11594,4.0728,4.07625,,,,
2025-01-22,4.0765,4.09065,4.04875,4.0589,,,,
2025-01-23,4.05905,4.06765,4.03376,4.04545,,,,
2025-01-24,4.0466,4.0498,4.0031,4.0125,,,,
2025-01-27,4.0195,4.0373,4.00585,4.01755,,,,
2025-01-28,4.01755,4.04515,4.0173,4.02925,,,,
2025-01-29,4.0289,4.0611,4.021,4.0331,,,,
2025-01-30,4.0331,4.04866,4.01406,4.04555,,,,
2025-01-31,4.04581,4.07481,4.03878,4.0668,,,,
2025-02-03,4.11505,4.14025,4.08455,4.08745,,,,
2025-02-04,4.08715,4.1235,4.05232,4.05715,,,,
2025-02-05,4.0558,4.0595,4.0255,4.03775,,,,
2025-02-06,4.03775,4.06316,4.0311,4.03555,,,,
2025-02-07,4.03565,4.0712,4.02695,4.06011,,,,
2025-02-10,4.07157,4.07215,4.04109,4.0596,,,,
2025-02-11,4.0603,4.07044,4.01845,4.02745,,,,
2025-02-12,4.0277,4.04765,3.98967,4.01,,,,
2025-02-13,4.0103,4.02875,3.98201,3.98408,,,,
2025-02-14,3.98491,3.99399,3.95633,3.96452,,,,
2025-02-17,3.97184,3.97941,3.95847,3.9679,,,,
2025-02-18,3.9678,3.98865,3.96701,3.96935,,,,
2025-02-19,3.9694,4.01945,3.96643,4.0053,,,,
2025-02-20,4.00633,4.0111,3.96136,3.96505,,,,
2025-02-21,3.96575,3.98486,3.9609,3.97997,,,,
2025-02-24,3.97285,3.97581,3.94817,3.95803,,,,
2025-02-25,3.95987,3.96375,3.9369,3.9397,,,,
2025-02-26,3.93935,3.95655,3.92704,3.94597,,,,
2025-02-27,3.94502,4.0076,3.93835,4.00445,,,,
2025-02-28,4.00504,4.05168,3.98141,4.0442,,,,
2025-03-03,4.0179,4.0335,3.95957,3.96487,,,,
2025-03-04,3.96487,3.97704,3.91738,3.92542,,,,
2025-03-05,3.92655,3.9361,3.84767,3.85151,,,,
2025-03-06,3.85117,3.87858,3.83861,3.868,,,,
2025-03-07,3.86629,3.8745,3.82181,3.84679,,,,
2025-03-10,3.84179,3.88521,3.83534,3.87565,,,,
2025-03-11,3.8754,3.8754,3.83086,3.8481,,,,
2025-03-12,3.84805,3.86193,3.835,3.84771,,,,
2025-03-13,3.84771,3.8802,3.84427,3.8557,,,,
2025-03-14,3.855,3.86587,3.821,3.8478,,,,
2025-03-17,3.84416,3.85088,3.82805,3.83115,,,,
2025-03-18,3.83115,3.84306,3.8138,3.82185,,,,
2025-03-19,3.82145,3.86209,3.82018,3.84071,,,,
2025-03-20,3.84071,3.88614,3.82988,3.86171,,,,
2025-03-21,3.86196,3.8873,3.85911,3.87745,,,,
2025-03-24,3.8746,3.8789,3.85209,3.86216,,,,
2025-03-25,3.86184,3.87118,3.84367,3.85911,,,,
2025-03-26,3.85918,3.89948,3.856,3.89725,,,,
2025-03-27,3.89727,3.89855,3.86835,3.87584,,,,
2025-03-28,3.87583,3.88657,3.8542,3.85953,,,,
2025-03-31,3.86095,3.8842,3.84987,3.86775,,,,
2025-04-01,3.8674,3.88585,3.86275,3.87705,,,,
2025-04-02,3.877,3.8835,3.81965,3.85977,,,,
2025-04-03,3.8588,3.87003,3.75816,3.82105,,,,
2025-04-04,3.82091,3.90983,3.80732,3.9026,,,,
2025-04-07,3.90651,3.94296,3.87808,3.93575,,,,
2025-04-08,3.93555,3.93913,3.8907,3.89898,,,,
2025-04-09,3.8992,3.89925,3.8552,3.86955,,,,
2025-04-10,3.86873,3.884,3.78835,3.8083,,,,
2025-04-11,3.8078,3.80815,3.74445,3.7744,,,,
2025-04-14,3.79102,3.79116,3.74592,3.7731,,,,
2025-04-15,3.7725,3.81154,3.76277,3.8068,,,,
2025-04-16,3.80675,3.80675,3.7509,3.75335,,,,
2025-04-17,3.7534,3.77805,3.75065,3.76301,,,,
2025-04-21,3.75075,3.75384,3.7003,3.7097,,,,
2025-04-22,3.70965,3.77207,3.69826,3.77175,,,,
2025-04-23,3.7724,3.79098,3.75184,3.78255,,,,
2025-04-24,3.7825000286102295,3.7843289375305176,3.7446579933166495,3.7825000286102295,3.7825000286102295,0.0,0.0,0.0
2025-04-25,3.7536709308624254,3.7778499126434326,3.751800060272217,3.7536709308624254,3.7536709308624254,0.0,0.0,0.0
2025-04-28,3.761274099349976,3.773099899291992,3.741199970245361,3.761274099349976,3.761274099349976,0.0,0.0,0.0
2025-04-29,3.739923000335693,3.755513906478882,3.731512069702149,3.739923000335693,3.739923000335693,0.0,0.0,0.0
2025-04-30,3.74992,3.7856,3.7445,3.77589,,,,
2025-05-01,3.77445,3.80277,3.77251,3.7949,,,,
2025-05-02,3.79445,3.80102,3.75471,3.78338,,,,
2025-05-05,3.78447,3.7872,3.7522,3.77147,,,,
2025-05-06,3.7706,3.78895,3.75444,3.7592,,,,
2025-05-07,3.7584,3.78473,3.75304,3.77565,,,,
2025-05-08,3.77489,3.79325,3.76245,3.78986,,,,
2025-05-09,3.78986,3.79526,3.7518,3.76008,,,,
2025-05-12,3.78093,3.83377,3.76337,3.82404,,,,
2025-05-13,3.82356,3.8319,3.78303,3.79031,,,,
2025-05-14,3.79015,3.7951,3.76895,3.7851,,,,
2025-05-15,3.78614,3.80482,3.76935,3.79605,,,,
2025-05-16,3.79615,3.83375,3.78202,3.82624,,,,
2025-05-19,3.8192,3.837,3.7725,3.77918,,,,
2025-05-20,3.77795,3.78958,3.75491,3.7559,,,,
2025-05-21,3.7559,3.75895,3.73429,3.7443,,,,
2025-05-22,3.7443,3.77845,3.73986,3.76675,,,,
2025-05-23,3.76645,3.77287,3.7391,3.74624,,,,
2025-05-26,3.74275,3.74323,3.72439,3.72795,,,,
2025-05-27,3.728,3.7513,3.71917,3.74867,,,,
2025-05-28,3.7478,3.7643,3.74175,3.75396,,,,
2025-05-29,3.7543,3.78174,3.72621,3.73005,,,,
2025-05-30,3.72925,3.75649,3.72439,3.74174,,,,
2025-06-02,3.76059,3.76263,3.713,3.71751,,,,
2025-06-03,3.71605,3.76319,3.71421,3.75567,,,,
2025-06-04,3.75398,3.77055,3.74035,3.7459,,,,
2025-06-05,3.74535,3.75445,3.7232,3.742,,,,
2025-06-06,3.7421,3.77065,3.73637,3.76468,,,,
2025-06-09,3.76194,3.76516,3.73423,3.73785,,,,
2025-06-10,3.73785,3.7545,3.71567,3.7282,,,,
2025-06-11,3.7283,3.73617,3.6942,3.70072,,,,
2025-06-12,3.70074,3.70835,3.67043,3.68175,,,,
2025-06-13,3.68165,3.723,3.6711,3.6997,,,,
2025-06-16,3.70182,3.70581,3.67445,3.69374,,,,
2025-06-17,3.69374,3.72668,3.69298,3.72339,,,,
2025-06-18,3.72295,3.7304,3.70655,3.723,,,,
2025-06-19,3.72306,3.73863,3.71682,3.7193,,,,
2025-06-20,3.71909,3.72051,3.69614,3.70563,,,,
2025-06-23,3.72417,3.73641,3.68962,3.69145,,,,
2025-06-24,3.69135,3.6921,3.65197,3.66295,,,,
2025-06-25,3.6629,3.66835,3.64325,3.64545,,,,
2025-06-26,3.64624,3.6471,3.6121,3.62672,,,,
2025-06-27,3.62652,3.63187,3.60816,3.62293,,,,
2025-06-30,3.61445,3.62306,3.6001,3.60215,,,,
2025-07-01,3.6021,3.6184,3.5844,3.60113,,,,
2025-07-02,3.60029,3.63139,3.59782,3.6138,,,,
2025-07-03,3.61335,3.62848,3.59995,3.6077,,,,
2025-07-04,3.60745,3.61156,3.59903,3.60375,,,,
2025-07-07,3.60122,3.63917,3.59878,3.62984,,,,
2025-07-08,3.62989,3.6343,3.60521,3.6207,,,,
2025-07-09,3.62095,3.62905,3.6166,3.6205,,,,
2025-07-10,3.62068,3.64705,3.61197,3.63345,,,,
2025-07-11,3.63335,3.65246,3.62947,3.64817,,,,
2025-07-14,3.65596,3.66451,3.63713,3.64973,,,,
2025-07-15,3.64847,3.67809,3.63605,3.67415,,,,
2025-07-16,3.67415,3.68462,3.63453,3.65668,,,,
2025-07-17,3.65705,3.6799,3.65355,3.67085,,,,
2025-07-18,3.67085,3.67085,3.6417,3.65246,,,,
2025-07-21,3.65147,3.654,3.62209,3.62985,,,,
2025-07-22,3.62985,3.64319,3.61665,3.61935,,,,
2025-07-23,3.61875,3.63247,3.60935,3.611,,,,
2025-07-24,3.6109,3.62815,3.6081,3.62439,,,,
2025-07-25,3.62343,3.6333,3.61752,3.61841,,,,
2025-07-28,3.61071,3.6794,3.60853,3.67825,,,,
2025-07-29,3.6764,3.71969,3.67241,3.70565,,,,
2025-07-30,3.70537,3.7483,3.6945,3.745,,,,
2025-07-31,3.745,3.74908,3.72322,3.74565,,,,
2025-08-01,3.74585,3.75505,3.68405,3.69282,,,,
2025-08-04,3.68385,3.70305,3.68265,3.6946,,,,
2025-08-05,3.6935,3.70995,3.6892,3.69835,,,,
2025-08-06,3.6984,3.70205,3.66294,3.6652,,,,
2025-08-07,3.6652,3.66826,3.64431,3.6485,,,,
2025-08-08,3.64917,3.65857,3.63854,3.64704,,,,
2025-08-11,3.64482,3.6751,3.63615,3.6636,,,,
2025-08-12,3.66255,3.67529,3.6376,3.6449,,,,
2025-08-13,3.64508,3.64604,3.62455,3.6335,,,,
2025-08-14,3.63415,3.66616,3.62951,3.65736,,,,
2025-08-15,3.65656,3.65918,3.63233,3.63952,,,,
2025-08-18,3.63492,3.64919,3.63479,3.64462,,,,
2025-08-19,3.64473,3.64933,3.62906,3.6442,,,,
2025-08-20,3.64415,3.65657,3.63745,3.6458,,,,
2025-08-21,3.64605,3.67007,3.64421,3.66613,,,,
2025-08-22,3.66575,3.68035,3.62483,3.63566,,,,
2025-08-25,3.6354,3.6726,3.63171,3.6668,,,,
2025-08-26,3.66608,3.67855,3.64895,3.6567,,,,
2025-08-27,3.65715,3.6911,3.6555,3.66627,,,,
2025-08-28,3.66611,3.67185,3.6471,3.65034,,,,
2025-08-29,3.6497,3.6629,3.64229,3.64409,,,,
2025-09-01,3.64769,3.64837,3.62725,3.64045,,,,
2025-09-02,3.6404,3.6743,3.6365,3.6606,,,,
2025-09-03,3.66114,3.6712,3.64005,3.64717,,,,
2025-09-04,3.64697,3.65735,3.64433,3.64824,,,,
2025-09-05,3.64923,3.6494,3.61295,3.62681,,,,
2025-09-08,3.62921,3.63496,3.61008,3.61113,,,,
2025-09-09,3.61321,3.63078,3.60638,3.62715,,,,
2025-09-10,3.6274,3.6492,3.6267,3.64235,,,,
2025-09-11,3.64235,3.6564,3.62322,3.62585,,,,
2025-09-12,3.6258,3.63953,3.61885,3.62522,,,,
2025-09-15,3.62715,3.63137,3.60685,3.6112,,,,
2025-09-16,3.61075,3.6128,3.5792,3.58255,,,,
2025-09-17,3.58368,3.60308,3.56572,3.59947,,,,
2025-09-18,3.59938,3.62663,3.5911,3.6146,,,,
2025-09-19,3.6144,3.63715,3.61322,3.62828,,,,
2025-09-22,3.63165,3.63777,3.60612,3.60736,,,,
2025-09-23,3.60795,3.61376,3.60034,3.60435,,,,
2025-09-24,3.60411,3.64038,3.60342,3.6358,,,,
2025-09-25,3.6358,3.6697,3.62425,3.66297,,,,
2025-09-26,3.66319,3.66477,3.64501,3.64564,,,,
2025-09-29,3.64755,3.64775,3.63109,3.64049,,,,
2025-09-30,3.64065,3.6449,3.62665,3.63463,,,,
2025-10-01,3.63466,3.63729,3.61608,3.6313,,,,
2025-10-02,3.6313,3.64622,3.61928,3.63416,,,,
2025-10-03,3.63406,3.63527,3.61755,3.62213,,,,
2025-10-06,3.6282,3.65075,3.62583,3.63301,,,,
2025-10-07,3.63304,3.6508,3.63011,3.64858,,,,
2025-10-08,3.64835,3.66755,3.64698,3.65817,,,,
2025-10-09,3.65814,3.6876,3.65161,3.68078,,,,
2025-10-10,3.67985,3.68706,3.66908,3.67222,,,,
2025-10-13,3.67073,3.68813,3.6635,3.68088,,,,
2025-10-14,3.68097,3.69696,3.67002,3.67185,,,,
2025-10-15,3.67186,3.67368,3.64984,3.65309,,,,
2025-10-16,3.65331,3.65421,3.63208,3.63425,,,,
2025-10-17,3.63439,3.6417,3.62618,3.6338,,,,
2025-10-20,3.64115,3.64857,3.63007,3.63806,,,,
2025-10-21,3.63893,3.6581,3.63464,3.65432,,,,
2025-10-22,3.65432,3.66223,3.6356,3.64512,,,,
2025-10-23,3.64512,3.65491,3.63758,3.64118,,,,
2025-10-24,3.64123,3.65697,3.63553,3.64811,,,,
2025-10-27,3.64705,3.65482,3.63271,3.63473,,,,
2025-10-28,3.6347,3.64472,3.62553,3.63224,,,,
2025-10-29,3.63224,3.66522,3.62917,3.65593,,,,
2025-10-30,3.6559,3.67642,3.6457,3.66983,,,,
2025-10-31,3.66984,3.69602,3.66534,3.6883,,,,
2025-11-03,3.6899,3.6998,3.68637,3.69289,,,,
2025-11-04,3.69286,3.71374,3.6897,3.71008,,,,
2025-11-05,3.71008,3.71379,3.70038,3.70223,,,,
2025-11-06,3.70226,3.70273,3.67895,3.68095,,,,
2025-11-07,3.6804,3.68611,3.6614,3.66603,,,,
2025-11-10,3.66918,3.67314,3.65698,3.6644,,,,
2025-11-11,3.66553,3.6682,3.64305,3.652,,,,
2025-11-12,3.65132,3.66018,3.64993,3.65274,,,,
2025-11-13,3.6525,3.65605,3.6268,3.63663,,,,
2025-11-14,3.6363,3.64805,3.6323,3.63613,,,,
2025-11-17,3.63595,3.65498,3.63376,3.65364,,,,
2025-11-18,3.65351,3.66629,3.64626,3.66083,,,,
2025-11-19,3.66131,3.67462,3.6465,3.66481,,,,
2025-11-20,3.6644,3.67776,3.66352,3.67341,,,,
2025-11-21,3.67427,3.69787,3.66767,3.67998,,,,
2025-11-24,3.68095,3.68459,3.66261,3.67468,,,,
2025-11-25,3.67515,3.68049,3.64597,3.6509,,,,
2025-11-26,3.65089,3.665,3.64097,3.6503,,,,
2025-11-27,3.65033,3.65503,3.6445,3.64683,,,,
2025-11-28,3.64789,3.66819,3.64427,3.65147,,,,
2025-12-01,3.65135,3.65653,3.62865,3.64324,,,,
2025-12-02,3.64325,3.65944,3.63982,3.64131,,,,
2025-12-03,3.64133,3.64133,3.61924,3.62108,,,,
2025-12-04,3.62108,3.63729,3.61913,3.63519,,,,
2025-12-05,3.63517,3.63828,3.62439,3.63309,,,,
2025-12-08,3.63152,3.64961,3.62344,3.64172,,,,
2025-12-09,3.64162,3.64488,3.63205,3.63551,,,,
2025-12-10,3.63554,3.63785,3.61031,3.61203,,,,
2025-12-11,3.61208,3.62117,3.59045,3.59983,,,,
2025-12-12,3.60031,3.60605,3.59484,3.59821,,,,
2025-12-15,3.59775,3.60063,3.58408,3.58987,,,,
2025-12-16,3.58987,3.59615,3.57371,3.58603,,,,
2025-12-17,3.58572,3.60307,3.58237,3.58856,,,,
2025-12-18,3.5876,3.5914,3.57387,3.58489,,,,
2025-12-19,3.58505,3.59814,3.58292,3.59128,,,,
2025-12-22,3.59058,3.59142,3.58256,3.58572,,,,
2025-12-23,3.58562,3.59348,3.57836,3.58032,,,,
2025-12-24,3.58078,3.58479,3.56954,3.57876,,,,
2025-12-25,3.57731,3.57799,3.57634,3.57783,,,,
2025-12-26,3.57792,3.58791,3.57483,3.58065,,,,
2025-12-29,3.581,3.59841,3.57615,3.59191,,,,
2025-12-30,3.5907,3.59604,3.58417,3.59596,,,,
2025-12-31,3.59607,3.60486,3.58768,3.58986,,,,
2026-01-02,3.58838,3.5992,3.58141,3.59172,,,,
2026-01-05,3.59475,3.61765,3.59057,3.59384,,,,
2026-01-06,3.59352,3.60483,3.58713,3.60134,,,,
2026-01-07,3.60134,3.60875,3.59798,3.60394,,,,
2026-01-08,3.60394,3.61869,3.60171,3.61279,,,,
2026-01-09,3.6128,3.62531,3.6107,3.62003,,,,
2026-01-12,3.62088,3.62411,3.59854,3.60923,,,,
2026-01-13,3.60936,3.6201,3.60402,3.61772,,,,
2026-01-14,3.61813,3.62295,3.61042,3.61633,,,,
2026-01-15,3.61631,3.63482,3.61375,3.62814,,,,
2026-01-16,3.628,3.64549,3.62688,3.63829,,,,
2026-01-19,3.64533,3.64542,3.62577,3.62674,,,,
2026-01-20,3.62677,3.63162,3.59538,3.60392,,,,
2026-01-21,3.60432,3.6124,3.59798,3.60427,,,,
2026-01-22,3.60467,3.60984,3.57135,3.57141,,,,
2026-01-23,3.5714,3.58691,3.55751,3.55956,,,,
2026-01-26,3.54028,3.55602,3.53152,3.54155,,,,
2026-01-27,3.54134,3.55141,3.4778,3.48689,,,,
2026-01-28,3.48628,3.53398,3.48567,3.51721,,,,
2026-01-29,3.51721,3.53924,3.50389,3.5137,,,,
2026-01-30,3.51403,3.55401,3.51239,3.55284,,,,
2026-02-02,3.55527,3.58627,3.547,3.58078,,,,
2026-02-03,3.58078,3.58355,3.56648,3.57398,,,,
