Date,Open,High,Low,Close,Volume
2010-09-13,14.1622,14.1688,14.013,14.0659,5515809.457521742
2010-09-14,14.0636,14.2056,13.9599,14.1909,5731677.689699171
2010-09-15,14.1733,14.2393,14.0562,14.2393,3489335.345447049
2010-09-16,14.1195,14.2329,14.0983,14.0983,2294674.9022393133
2010-09-17,14.1446,14.257,13.9563,14.257,7527155.605256902
2010-09-20,14.0983,14.4136,14.0983,14.3769,2733913.4770896514
2010-09-21,14.3769,14.7888,14.3159,14.5586,7092288.842123582
2010-09-22,14.4873,14.6439,14.4563,14.5586,3126563.3610422127
2010-09-23,14.5306,14.563,14.1798,14.2056,5723943.050493541
2010-09-24,14.2056,14.2329,13.9703,13.9916,10203683.444315713
2010-09-27,14.1336,14.1976,14.0813,14.0983,1970645.4645309416
2010-09-28,14.0983,14.1659,13.9666,14.1365,2376762.976242474
2010-09-29,14.0983,14.2056,13.9916,14.0983,3592841.8973210226
2010-09-30,14.0813,14.524,14.035,14.524,7404687.764866033
2010-10-01,14.3159,14.5159,14.1688,14.1688,3031718.843581184
2010-10-04,14.2056,14.3637,14.1409,14.3637,2706400.299338441
2010-10-05,14.3107,14.3431,14.1365,14.2681,4714859.555541596
2010-10-06,14.3079,14.3821,14.1762,14.2644,2558445.4085551444
2010-10-07,14.2005,14.3431,13.9916,13.9916,2548146.1544510755
2010-10-08,14.035,14.1622,13.8188,13.904,3529413.232456527
2010-10-11,13.9755,14.049,13.8857,13.985,2745962.8156974623
2010-10-12,13.9239,13.985,13.8533,13.8857,3412470.3286149898
2010-10-13,13.9387,14.0761,13.896,14.0269,10453166.3532099
2010-10-14,14.0636,14.0983,13.6525,13.6555,12458092.804797348
2010-10-15,13.6694,13.7438,13.5357,13.6026,4495949.412691947
2010-10-18,13.6203,13.6739,13.5665,13.6739,3089354.687943513
2010-10-19,13.6739,13.904,13.6555,13.7828,5526089.674187534
2010-10-20,13.6879,13.8504,13.6026,13.6555,8443664.11735294
2010-10-21,13.7791,13.7791,13.3907,13.5665,4587104.746579761
2010-10-22,13.5599,13.5599,13.3085,13.496,3819881.026311936
2010-10-25,13.5665,13.5665,13.2517,13.2827,2786815.7984079085
2010-10-26,13.2827,13.3371,13.0753,13.1069,4903419.942337836
2010-10-27,13.1768,13.4562,13.1768,13.3555,6756552.739696056
2010-10-28,13.4923,13.6908,13.3907,13.5312,4011825.997669172
2010-10-29,13.5488,13.5768,13.2481,13.3937,4323010.603813313
2010-11-02,13.4607,13.5173,13.4254,13.479,3214941.9485766515
2010-11-03,13.479,13.496,13.2827,13.2827,3434458.569816869
2010-11-04,13.3907,13.479,13.2827,13.3194,5907828.386377361
2010-11-05,13.3826,13.5599,13.3194,13.5143,4300834.7078628745
2010-11-08,13.5312,13.6953,13.3967,13.5637,5199990.594975845
2010-11-09,13.4717,13.7438,13.4047,13.6408,7026937.395993783
2010-11-10,13.6305,13.6341,13.443,13.4466,5186973.066650173
2010-11-12,13.2121,13.3194,13.0812,13.1069,13906760.26812168
2010-11-15,13.2827,13.2951,12.7369,12.8341,21792148.78857329
2010-11-16,12.8585,12.8585,12.601,12.684,12853076.134755015
2010-11-17,12.7165,13.2664,12.6392,13.0709,14813592.322309105
2010-11-18,13.0046,13.2267,12.9466,13.0392,40741727.92113147
2010-11-19,13.1312,13.1312,12.9407,12.9407,23104626.49796597
2010-11-22,13.1025,13.1348,12.965,12.9723,11194069.45525244
2010-11-23,12.9723,12.9819,12.6562,12.6613,18043677.193212528
2010-11-24,12.7488,12.8407,12.6495,12.7135,19723470.03567073
2010-11-25,12.7524,12.8083,12.6642,12.7091,6000029.419552966
2010-11-26,12.6989,12.7091,12.4156,12.5039,12843575.093241235
2010-11-29,12.6421,12.6709,12.4016,12.4341,9176566.056053951
2010-11-30,12.5363,12.6105,12.4127,12.5716,20978351.335395284
2010-12-01,12.6069,12.912,12.5473,12.8407,9507397.298492895
2010-12-02,12.8951,13.0282,12.8473,12.8899,9433136.33125265
2010-12-03,12.9289,12.9547,12.6921,12.8547,2561507.7164825783
2010-12-06,12.8797,12.9995,12.7524,12.9995,6595942.031914261
2010-12-07,12.9149,13.0356,12.8974,13.0356,6392713.298931161
2010-12-08,12.8686,13.0326,12.7275,12.8194,6116855.379130842
2010-12-09,12.8238,12.8723,12.7238,12.7524,6300399.400942939
2010-12-10,12.7877,12.9819,12.7709,12.7709,11411667.374678396
2010-12-13,12.8658,12.9187,12.8194,12.876,1770548.3901431202
2010-12-14,12.9231,12.99,12.8053,12.99,5432352.047780175
2010-12-15,12.912,12.9819,12.8444,12.965,2564829.749460643
2010-12-16,12.9437,12.9965,12.7709,12.7915,4228035.543918441
2010-12-17,12.8194,12.8238,12.6811,12.7165,14526560.786061317
2010-12-20,12.6811,12.7709,12.6142,12.6458,4967570.670039626
2010-12-21,12.6811,12.6811,12.5789,12.6458,5813157.925494827
2010-12-22,12.684,12.684,12.6209,12.6348,3452603.9681221303
2010-12-23,12.6348,12.6495,12.6178,12.6392,2875747.8314691223
2010-12-27,12.6325,12.6458,12.5716,12.6275,1522207.7275450546
2010-12-28,12.6105,12.6275,12.5737,12.5928,3169544.4573877454
2010-12-29,12.6105,12.6989,12.5959,12.6458,3105335.2575541846
2010-12-30,12.6458,12.684,12.5959,12.6039,1730282.8483850833
2010-12-31,12.6033,12.6105,12.4399,12.5936,2917078.1099533485
2011-01-03,12.6209,12.837,12.6105,12.8238,2545010.4164046342
2011-01-04,12.8238,12.8238,12.4737,12.4737,5682155.873490869
2011-01-05,12.5002,12.5113,12.2237,12.4341,5805653.095365358
2011-01-07,12.4679,12.4679,12.2597,12.4341,4308682.211881121
2011-01-10,12.326,12.3562,12.0296,12.1354,7978711.402667886
2011-01-11,12.1354,12.3562,12.1001,12.2663,7134205.201743044
2011-01-12,12.256,12.2922,12.0752,12.1855,4800767.355551933
2011-01-13,12.256,12.2663,11.803,12.0803,8033303.976541179
2011-01-14,12.0619,12.2531,11.9722,12.0803,3456041.5855469205
2011-01-17,12.1289,12.326,12.0803,12.326,7160353.123206888
2011-01-18,12.3914,12.5885,12.326,12.5737,8803434.985596221
2011-01-19,12.5855,12.6562,12.2811,12.3979,5194858.645544975
2011-01-20,12.256,12.4869,12.2038,12.3943,5000007.745217577
2011-01-21,12.3803,12.4613,12.326,12.3488,1906360.114944148
2011-01-24,12.3488,12.3869,12.0863,12.326,3619085.00597626
2011-01-25,12.2737,12.3767,12.1678,12.27,3828205.8261039616
2011-01-26,12.2811,12.3943,12.2237,12.3413,3004640.807276154
2011-01-27,12.37,12.37,12.1039,12.1332,3995350.454663496
2011-01-28,12.1332,12.2876,12.0863,12.256,3079682.309485345
2011-01-31,12.1332,12.2208,12.0795,12.2208,5620303.236551738
2011-02-01,12.2465,12.2531,12.1509,12.2208,4638562.942223549
2011-02-02,12.234,12.32,12.1252,12.2876,5113224.750426275
2011-02-03,12.3164,12.6613,12.256,12.6495,11174097.8226902
2011-02-04,12.7135,12.7524,12.4518,12.4833,7550911.608583747
2011-02-07,12.4443,12.6458,12.4341,12.5039,5552770.643922939
2011-02-08,12.5716,12.5716,12.4737,12.5186,7226861.773620043
2011-02-09,12.4737,12.5039,12.3627,12.3979,6004342.759138213
2011-02-10,12.3729,12.3979,12.2421,12.326,5892074.906208978
2011-02-11,12.3238,12.3869,12.2922,12.3627,6743954.035012392
2011-02-14,12.3914,12.4303,12.2384,12.2922,3780662.543658744
2011-02-15,12.2282,12.32,12.2282,12.2384,9155302.597323474
2011-02-16,12.2876,12.2876,12.1149,12.1509,11166592.992560731
2011-02-17,12.1509,12.1855,11.9546,11.9546,9518020.189047463
2011-02-18,11.9722,12.2208,11.9722,12.1575,6675128.256398301
2011-02-21,12.1575,12.2495,12.1252,12.2208,6370555.080601828
2011-02-22,12.2104,12.5325,12.1149,12.4583,11306601.112683346
2011-02-23,12.4341,12.5039,12.3098,12.3979,6962996.080112938
2011-02-24,12.2737,12.5569,12.2635,12.3627,6113911.375284122
2011-02-25,12.3729,12.4341,12.27,12.3238,5065053.232518102
2011-02-28,12.2597,12.384,12.2208,12.3053,7308327.051428463
2011-03-01,12.2737,12.2987,12.0405,12.1605,6380341.683689668
2011-03-02,12.0803,12.1222,11.9802,12.0125,5333328.812618782
2011-03-03,12.1039,12.32,12.0619,12.32,5184577.06906225
2011-03-04,12.359,12.5399,12.2949,12.3979,5169223.375097481
2011-03-07,12.4399,12.5222,12.3443,12.3803,3433506.6979032974
2011-03-08,12.3979,12.5569,12.3979,12.5363,4827731.167227411
2011-03-09,12.4539,12.5002,12.2663,12.2663,4758506.962226641
2011-03-10,12.2635,12.326,12.1641,12.1855,4497851.796702038
2011-03-11,12.1332,12.1781,12.0125,12.1149,6328504.099097481
2011-03-14,12.0619,12.1509,12.0619,12.1509,4772930.541350225
2011-03-15,12.1149,12.1435,12.0155,12.1112,5778345.249984049
2011-03-16,12.326,12.4341,11.9906,12.0332,6365236.836239454
2011-03-17,12.0539,12.4936,12.0155,12.4341,12794700.549933812
2011-03-18,12.4341,12.837,12.4046,12.837,17262889.29817657
2011-03-21,12.8238,12.8238,12.6613,12.6989,6875429.303338971
2011-03-22,12.6811,12.6811,12.4752,12.5039,4139768.461379566
2011-03-23,12.5039,12.6811,12.4363,12.6178,3189533.767571326
2011-03-24,12.5569,12.6039,12.4341,12.4679,3558864.149460157
2011-03-25,12.4752,12.5885,12.3979,12.4869,2931998.022288873
2011-03-28,12.4679,12.7091,12.4679,12.7025,4242211.636344524
2011-03-29,12.7025,12.8017,12.5928,12.6105,8116800.820976239
2011-03-30,12.6392,12.7524,12.4222,12.4222,5844076.085062248
2011-03-31,12.5222,12.6105,12.4583,12.6105,7503062.367309137
2011-04-01,12.6562,12.9437,12.6458,12.8194,20276861.16983917
2011-04-04,12.8951,12.9253,12.826,12.8951,4374354.574827548
2011-04-05,12.8585,12.9289,12.8585,12.912,2590046.196266248
2011-04-06,12.9289,13.0709,12.912,12.9995,12892694.403611226
2011-04-07,12.9995,13.1025,12.965,13.0709,6821768.204124035
2011-04-08,13.0709,13.0995,12.8238,12.912,8118510.110969554
2011-04-11,12.9289,12.9584,12.8585,12.9047,3706438.29147812
2011-04-12,12.8585,12.965,12.8053,12.8834,6731223.428077834
2011-04-13,12.965,13.0142,12.8658,12.912,9067643.352992222
2011-04-14,12.8797,12.9356,12.8083,12.876,8732079.947326256
2011-04-15,12.912,12.9584,12.8311,12.8974,6134243.35935648
2011-04-18,12.912,12.9584,12.7348,12.7348,7031498.222276414
2011-04-19,12.7348,12.8951,12.7348,12.8238,7129474.39833296
2011-04-20,12.8871,12.9547,12.8621,12.8621,7984962.481505552
2011-04-21,12.9289,12.9547,12.8407,12.8723,6641493.182426331
2011-04-26,12.8723,12.9929,12.8723,12.9584,4806410.596181979
2011-04-27,12.9745,13.0643,12.9356,13.054,8947378.41617262
2011-04-28,13.0392,13.2827,13.0392,13.2481,11539132.542615129
2011-04-29,13.2827,13.315,13.1555,13.2121,3256272.227060758
2011-05-02,13.2481,13.3724,13.2121,13.3194,4417697.382500255
2011-05-04,13.1746,13.3614,13.0187,13.1415,10732445.5726306
2011-05-05,13.1069,13.2024,13.1069,13.1489,9408130.656085046
2011-05-06,13.1951,13.2981,13.1525,13.2481,13572126.977297258
2011-05-09,13.2827,13.3467,13.0187,13.0187,3067273.979184349
2011-05-10,13.054,13.3371,13.054,13.3017,12537598.586280722
2011-05-11,13.2981,13.6136,13.287,13.6026,11993844.475327889
2011-05-12,13.5637,13.6592,13.4819,13.6379,16687305.950253762
2011-05-13,13.6379,13.8835,13.6136,13.8114,6452057.073469752
2011-05-16,13.6739,13.9217,13.5357,13.9217,5164530.646563834
2011-05-17,13.8151,13.8151,13.5665,13.5665,6025568.1429922525
2011-05-18,13.596,13.6666,13.2591,13.2591,6924001.967267929
2011-05-19,13.4607,13.7791,13.4283,13.5702,10403379.37268275
2011-05-20,13.6085,13.8835,13.6085,13.8151,7174739.987270851
2011-05-23,13.6379,13.8011,13.5813,13.8011,5597500.46495528
2011-05-24,13.6453,13.8504,13.6026,13.832,6913037.762641401
2011-05-25,13.8011,14.0842,13.7129,14.0562,7676991.1229779
2011-05-26,14.0945,14.1195,13.857,13.91,8956176.432287384
2011-05-27,13.91,13.9387,13.7622,13.8151,6078624.1236336725
2011-05-30,13.8857,13.8857,13.7357,13.7761,1793219.259488563
2011-05-31,13.8114,13.8504,13.7511,13.7791,7539736.63231934
2011-06-01,13.8784,13.9166,13.7828,13.8151,6896430.317384829
2011-06-02,13.7438,13.9387,13.7357,13.8504,2713922.8070891355
2011-06-03,13.8504,13.9152,13.7158,13.8151,5149956.127751194
2011-06-06,13.8188,13.9313,13.8188,13.868,2865982.985453669
2011-06-07,13.871,13.9563,13.8078,13.8364,5496427.985545903
2011-06-08,13.8364,13.8835,13.6305,13.6739,8746542.961143333
2011-06-09,12.9745,13.1768,12.9745,13.1591,46839049.528780594
2011-06-10,13.1591,13.2664,13.0467,13.1768,32590476.135971986
2011-06-13,13.2349,13.443,13.1848,13.2908,6678832.397958871
2011-06-14,13.4047,13.6158,13.3907,13.5665,16042363.7754453
2011-06-15,13.5312,13.5312,13.3907,13.4607,6248409.516844523
2011-06-16,13.4254,13.6694,13.3371,13.6482,13523765.085005824
2011-06-17,13.5665,13.7556,13.5665,13.7438,13059270.628657462
2011-06-20,13.7056,13.7438,13.5665,13.6739,7243318.279187441
2011-06-21,13.6621,13.6666,13.4114,13.6026,8158167.814519969
2011-06-22,13.5886,13.599,13.3577,13.3577,9471427.418698763
2011-06-24,13.3614,13.5312,13.3371,13.4607,4471094.677213517
2011-06-27,13.3907,13.4504,13.1348,13.4254,4942222.320983126
2011-06-28,13.3555,13.5254,13.2951,13.5254,7504771.657302453
2011-06-29,13.4996,13.6261,13.4746,13.5665,6240562.012826277
2011-06-30,13.5819,13.6261,13.2827,13.2827,14067404.971328992
2011-07-01,13.3017,13.479,13.3017,13.479,2954001.221477988
2011-07-04,13.5599,13.5599,13.3754,13.496,4166581.333365869
2011-07-05,13.5254,13.5312,13.3907,13.5254,6065968.306635173
2011-07-06,13.4643,13.5143,13.3223,13.3504,3771558.568714587
2011-07-07,13.4217,13.5143,13.3371,13.4504,2922569.051077165
2011-07-08,13.4562,13.4819,13.3017,13.3555,2261876.1157341897
2011-07-11,13.3555,13.3907,13.1768,13.2517,6024103.620062451
2011-07-12,13.1635,13.2371,13.0753,13.1415,8435053.755986735
2011-07-13,13.1768,13.2813,13.1415,13.2231,4716681.71034741
2011-07-14,13.2231,13.2481,13.1217,13.2481,4384158.855536613
2011-07-15,13.1451,13.2267,13.1217,13.1768,6205939.711698286
2011-07-18,13.1135,13.1768,12.965,12.99,4209525.714651898
2011-07-19,13.0392,13.1591,13.0356,13.1069,4373632.511990255
2011-07-20,13.1385,13.2481,13.1135,13.1489,6812855.963379599
2011-07-21,13.1283,13.2415,13.0187,13.1701,6598663.025769853
2011-07-22,13.2121,13.3555,13.1415,13.3467,2817164.1946442625
2011-07-25,13.3261,13.418,13.2231,13.3907,2527985.5073231068
2011-07-26,13.4394,13.4394,13.2267,13.4357,1991471.0621812493
2011-07-27,13.3371,13.4077,13.1812,13.287,1657009.1083008586
2011-07-28,13.1877,13.4217,13.1591,13.3907,4065202.895127101
2011-07-29,13.3334,13.4254,13.2591,13.4254,4673489.842363879
2011-08-01,13.4283,13.5143,13.3782,13.3907,4575056.767788884
2011-08-02,13.2827,13.3856,13.2554,13.3856,3963330.843310383
2011-08-03,13.1768,13.2664,12.9502,12.965,12386775.84140406
2011-08-04,13.0142,13.1672,12.6275,12.6811,10751122.659390489
2011-08-05,12.326,12.7591,12.326,12.4737,15605328.104166824
2011-08-08,12.3943,12.5789,12.192,12.3943,12631715.601635767
2011-08-09,12.4679,12.6178,11.6193,11.9523,20745799.508208048
2011-08-10,12.0965,12.2922,11.3037,11.4133,15683520.302408978
2011-08-11,11.6369,12.0405,11.0522,11.9068,16328122.522963485
2011-08-12,11.9376,12.2208,11.7957,12.2208,11835534.577942738
2011-08-16,12.5737,12.5789,12.1332,12.5222,7741390.697194128
2011-08-17,12.3979,12.4966,12.2384,12.3627,9401458.03397138
2011-08-18,12.3524,12.3562,11.3353,11.8325,10026123.977205504
2011-08-19,11.7928,12.0082,11.4059,11.867,9707853.364573784
2011-08-22,11.7597,11.9449,11.6927,11.9126,5408844.890967765
2011-08-23,11.9546,12.0405,11.5487,11.6788,7623214.439316241
2011-08-24,11.8273,11.9766,11.6927,11.9199,8220707.159053944
2011-08-25,12.1149,12.3164,11.6537,11.8325,11872115.015578482
2011-08-26,11.884,11.8987,11.5126,11.5861,8321514.474144592
2011-08-29,11.753,12.256,11.6898,12.256,5367041.396160921
2011-08-30,12.2848,12.3943,12.2038,12.3914,8803281.326273058
2011-08-31,12.3979,12.6069,12.3979,12.5737,22874507.38342699
2011-09-01,12.5737,12.5737,12.2922,12.5399,4949120.672721908
2011-09-02,12.4149,12.4679,12.1641,12.3443,8125562.1220315
2011-09-05,12.2171,12.2848,12.0436,12.0803,6316722.644442386
2011-09-06,12.0649,12.2531,11.6141,11.867,14117533.265927743
2011-09-07,12.0125,12.4341,11.9766,12.3627,9477507.160591925
2011-09-08,12.3921,12.5399,12.2781,12.5222,6805597.260130697
2011-09-09,12.401,12.4936,11.9023,11.9023,7759707.432443898
2011-09-12,11.7957,12.0803,11.6464,12.0803,9807007.14216902
2011-09-13,12.1678,12.3413,12.0193,12.0436,8714332.975407554
2011-09-14,12.0155,12.2848,11.9376,12.2318,7957219.494678065
2011-09-15,12.256,12.4613,11.9802,12.2848,11006289.603425262
2011-09-16,12.326,12.326,12.192,12.256,7943917.764595387
2011-09-19,12.2495,12.32,12.0193,12.32,6143628.816423534
2011-09-20,12.32,12.3943,12.2038,12.2038,5848884.3980425
2011-09-21,12.326,12.3943,12.2282,12.2876,7387794.758035401
2011-09-22,12.1847,12.256,11.6193,11.8457,11212674.471710255
2011-09-23,11.867,12.0891,11.3706,12.0362,10865558.06064842
2011-09-26,11.8633,12.1149,11.8325,11.97,10097859.7642408
2011-09-27,12.1847,12.2781,12.1001,12.1781,16607949.748642744
2011-09-28,12.27,12.3354,11.8906,12.1832,10187607.687513651
2011-09-29,12.1091,12.2626,11.9943,12.1862,11129329.926781304
2011-09-30,12.1163,12.1781,11.8825,12.0715,9551312.58913066
2011-10-03,11.8405,11.9943,11.6729,11.6876,8011302.137169118
2011-10-04,11.5729,11.5729,10.8485,11.2735,15705184.907160478
2011-10-05,11.4581,11.4581,11.1904,11.4581,5589880.050379204
2011-10-06,11.4956,11.803,11.3272,11.6038,9552015.614529671
2011-10-07,11.7068,11.9531,11.592,11.745,10480853.587539485
2011-10-10,11.8405,12.2626,11.7641,12.2597,7215669.119734292
2011-10-11,12.2626,12.3318,12.0795,12.1517,7483282.468946622
2011-10-12,12.2626,12.4156,12.0715,12.2091,5875849.569534912
2011-10-13,12.2208,12.2854,11.9185,11.9185,5800485.790692039
2011-10-14,11.9604,12.1054,11.7331,12.0332,4797881.823836984
2011-10-17,12.0715,12.32,11.8597,12.0332,4420642.746164029
2011-10-18,11.9479,12.0332,11.8405,12.028,3135339.620084709
2011-10-19,12.0479,12.2435,12.0332,12.2435,4188719.154439869
2011-10-20,12.2061,12.3164,12.0715,12.0899,7336773.063654848
2011-10-21,12.1479,12.3546,12.1479,12.3318,4282269.12609855
2011-10-24,12.3318,12.8304,12.3017,12.6267,6617417.62209991
2011-10-25,12.776,12.7944,12.3811,12.7223,4908872.808585095
2011-10-26,12.6458,12.684,12.3781,12.3891,6291545.632330273
2011-10-27,12.7422,12.9525,12.6075,12.9422,7659964.854079438
2011-10-28,12.9422,13.018,12.8789,12.9443,5480883.917198467
2011-10-31,12.8642,13.0598,12.7877,12.9334,10069812.178401096
2011-11-02,12.684,12.9334,12.676,12.8378,5531220.263801348
2011-11-03,12.684,13.1672,12.684,13.1436,4394497.544334173
2011-11-04,13.1635,13.1635,12.8378,12.9488,6411202.73094237
2011-11-07,12.9149,13.079,12.7605,12.8981,4119474.552183767
2011-11-08,12.7841,12.9568,12.6921,12.8341,12472570.776601063
2011-11-09,12.8407,12.8532,12.3017,12.3017,6934280.824116666
2011-11-10,12.2546,12.2626,12.0362,12.0899,10586885.319618288
2011-11-14,12.4737,12.6303,12.0715,12.1862,5759460.111220269
2011-11-15,12.2465,12.32,12.0479,12.1091,4736919.867045428
2011-11-16,12.2626,12.4156,12.1091,12.4156,6238281.599684961
2011-11-17,12.2435,12.4156,12.1553,12.3017,5039816.388457165
2011-11-18,12.1906,12.4737,12.1906,12.3781,5412740.7667280575
2011-11-21,12.2237,12.3966,12.2237,12.3127,6231175.195942169
2011-11-22,12.3127,12.4392,12.1479,12.1479,4266723.6979340585
2011-11-23,12.1435,12.34,11.7302,11.9097,5280484.963432415
2011-11-24,11.9097,12.0135,11.8133,11.9185,7130290.288544474
2011-11-25,11.8943,11.9906,11.6927,11.9133,5060476.088431181
2011-11-28,11.9943,12.0251,11.803,11.8795,7605237.65832126
2011-11-29,11.8133,12.1634,11.8133,11.8906,6972323.065048222
2011-11-30,12.0215,12.2398,11.9185,12.2398,14841200.687251352
2011-12-01,12.2237,12.3274,12.1289,12.2943,4619903.533084885
2011-12-02,12.3318,12.6885,12.2892,12.4583,5730574.878096543
2011-12-05,12.5693,12.6576,12.5039,12.6458,3531939.772478291
2011-12-06,12.562,12.6959,12.37,12.5201,7199193.576728735
2011-12-07,12.4928,12.5693,12.1906,12.4811,5087018.356830659
2011-12-08,12.3583,12.5274,11.9185,11.9185,5173501.35944016
2011-12-09,11.856,12.1163,11.7728,12.1163,9929288.687628144
2011-12-12,12.0531,12.0531,11.7493,11.9332,5488617.19658716
